Airport Code;Airport Name;City Name;Country Name;Country Code;Latitude;Longitude;World Area Code;City Name geo_name_id;Country Name geo_name_id;coordinates
SLE;Mcnary Field;Salem;United States;US;44.916667;-123.0;67;5750162;6252001;44.916667, -123.0
CEM;Central;Central;United States;US;65.566667;-144.783333;67;4612476;6252001;65.566667, -144.783333
WSB;SPB;Steamboat Bay;United States;US;55.55;-133.633333;67;\N;6252001;55.55, -133.633333
APT;Marion County;Jasper;United States;US;35.066667;-85.633333;67;4700731;6252001;35.066667, -85.633333
DTH;Death Valley;Death Valley;United States;US;36.452222;-116.869167;67;\N;6252001;36.452222, -116.869167
WEA;Parker County;Weatherford;United States;US;32.75;-97.783333;67;4740364;6252001;32.75, -97.783333
BLD;Boulder City;Boulder City;United States;US;8.734444;-9.798611;67;5500539;6252001;8.734444, -9.798611
CKE;Clear Lake;Clear Lake;United States;US;39.033333;-122.833333;67;5790270;6252001;39.033333, -122.833333
LRO;Sharpe AAF;Lathrop;United States;US;36.702778;26.955;67;5365425;6252001;36.702778, 26.955
KWN;Kwinhagak;Quinhagak;United States;US;59.75;-161.916667;67;\N;6252001;59.75, -161.916667
SXP;Sheldon SPB;Sheldon Point;United States;US;62.533333;-164.833333;67;\N;6252001;62.533333, -164.833333
TEB;Teterboro;Teterboro;United States;US;40.85;-74.060833;67;\N;6252001;40.85, -74.060833
OLS;International;Nogales;United States;US;31.333333;-110.933333;67;5306611;6252001;31.333333, -110.933333
ELN;Bowers Field;Ellensburg;United States;US;47.033333;-120.533333;67;5793639;6252001;47.033333, -120.533333
JDA;John Day;John Day;United States;US;44.416667;-118.95;67;5733770;6252001;44.416667, -118.95
DFI;Memorial;Defiance;United States;US;41.283333;-84.366667;67;5151861;6252001;41.283333, -84.366667
PGV;Pitt-Greenville;Greenville;United States;US;35.633333;-77.4;67;5564488;6252001;35.633333, -77.4
MYR;Myrtle Beach Afb;Myrtle Beach;United States;US;33.7;-78.966667;67;4588718;6252001;33.7, -78.966667
HON;Howes;Huron;United States;US;44.383333;-98.233333;67;5358769;6252001;44.383333, -98.233333
RTN;Crews Field;Raton;United States;US;36.733333;-104.5;67;5486795;6252001;36.733333, -104.5
MIC;Crystal;Minneapolis;United States;US;45.061944;-93.353889;67;5037649;6252001;45.061944, -93.353889
LRU;Municipal;Las Cruces, NM;United States;US;32.3;-106.933333;67;5475352;6252001;32.3, -106.933333
NGZ;NAS;Alameda;United States;US;49.266667;-1.283333;67;5322737;6252001;49.266667, -1.283333
MQW;Telfair-Wheeler;Mc Rae;United States;US;17.366667;-88.766667;67;\N;6252001;17.366667, -88.766667
MIW;Municipal;Marshalltown;United States;US;42.116667;-92.916667;67;4866371;6252001;42.116667, -92.916667
ILM;Wilmington International;Wilmington;United States;US;34.270556;-77.9025;67;4955840;6252001;34.270556, -77.9025
RME;Griffiss AFB;Rome, NY;United States;US;43.233889;-75.406944;67;5134295;6252001;43.233889, -75.406944
MWC;Lawrence J Timmerman;Milwaukee;United States;US;43.110278;-88.034167;67;5263045;6252001;43.110278, -88.034167
TUS;Tucson International Airport;Tucson, AZ;United States;US;32.116111;-110.941111;67;5318313;6252001;32.116111, -110.941111
TRP;Coast Guard Heliport;Tree Point;United States;US;39.983333;25.266666999999998;67;\N;6252001;39.983333, 25.266666999999998
NPT;State;Newport;United States;US;41.6;-71.416667;67;5804694;6252001;41.6, -71.416667
ENL;Municipal;Centralia;United States;US;38.516667;-89.091667;67;5789683;6252001;38.516667, -89.091667
TKJ;Tok;Tok;United States;US;53.333333;6.35;67;5876363;6252001;53.333333, 6.35
CFV;Municipal;Coffeyville;United States;US;17.533333;-88.166667;67;4269789;6252001;17.533333, -88.166667
AID;Municipal;Anderson;United States;US;32.4;34.866667;67;5558857;6252001;32.4, 34.866667
OWB;Daviess County;Owensboro;United States;US;37.75;-87.166667;67;4303436;6252001;37.75, -87.166667
JCC;China Basin Heliport;San Francisco;United States;US;-38.7;-60.016667;67;5391959;6252001;-38.7, -60.016667
SGT;Stuttgart Municipal;Stuttgart, AR;United States;US;34.599444;-91.575;67;4132625;6252001;34.599444, -91.575
DGL;Douglas Municipal;Douglas;United States;US;12.616667;14.983333;67;5823516;6252001;12.616667, 14.983333
CDV;Mudhole Smith;Cordova;United States;US;60.483333;-145.483333;67;5859888;6252001;60.483333, -145.483333
MFI;Municipal;Marshfield;United States;US;44.6375;-90.188889;67;5261969;6252001;44.6375, -90.188889
EWR;Newark Liberty International;Newark;United States;US;40.6925;-74.168611;21;5376803;6252001;40.6925, -74.168611
RSJ;Rosario SPB;Rosario;United States;US;48.633333;-122.85;67;\N;6252001;48.633333, -122.85
NAX;Barbers Point;Barbers Point;United States;US;18.433333;-72.383333;67;\N;6252001;18.433333, -72.383333
SBN;South Bend Regional;South Bend;United States;US;41.7;-86.316667;67;5811211;6252001;41.7, -86.316667
ROG;Rogers;Rogers;United States;US;36.333333;-94.116667;67;5043608;6252001;36.333333, -94.116667
SYL;Roberts AAF;San Miguel;United States;US;80.0;-75.866667;67;5392448;6252001;80.0, -75.866667
YUM;International;Yuma;United States;US;32.65;-114.6;67;5583657;6252001;32.65, -114.6
MVW;Skagit Regional;Mount Vernon;United States;US;48.416667;-122.333333;67;5804127;6252001;48.416667, -122.333333
RMG;Richard B Russell;Rome;United States;US;34.35;-85.166667;67;5134295;6252001;34.35, -85.166667
LNP;Wise;Wise;United States;US;36.983333;-82.566667;67;4829341;6252001;36.983333, -82.566667
SES;Selfield;Selma;United States;US;32.45;-86.95;67;5394329;6252001;32.45, -86.95
0A7;Hendersonville Airport;Hendersonville;United States;US;35.316667;-82.45;67;4628735;6252001;35.316667, -82.45
CNE;Canon City;Canon City;United States;US;38.416667;-105.1;67;5416005;6252001;38.416667, -105.1
MFV;Accomack County;Melfa;United States;US;13.633333;39.133333;67;\N;6252001;13.633333, 39.133333
FLL;Fort Lauderdale/hollywood International;Fort Lauderdale, FL;United States;US;26.0725;-80.152778;67;4155966;6252001;26.0725, -80.152778
HNM;Hana;Hana;United States;US;20.8;-156.016667;67;\N;6252001;20.8, -156.016667
TCL;Van De Graaf;Tuscaloosa, AL;United States;US;33.220556;-87.611389;67;4094455;6252001;33.220556, -87.611389
LGA;La Guardia;New York;United States;US;40.766667;-73.866667;67;5128581;6252001;40.766667, -73.866667
HPY;Baytown;Baytown;United States;US;29.733333000000002;-94.966667;67;4672731;6252001;29.733333000000002, -94.966667
MXE;Maxton;Maxton;United States;US;34.733333;-79.35;67;4478372;6252001;34.733333, -79.35
KCC;Coffman Cove SPB;Coffman Cove;United States;US;56.0;-132.833333;67;\N;6252001;56.0, -132.833333
BHM;Birmingham;Birmingham;United States;US;33.566667;-86.75;67;4986172;6252001;33.566667, -86.75
RLA;National;Rolla;United States;US;38.133333;-91.783333;67;5061159;6252001;38.133333, -91.783333
FBK;Ft Wainwright;Fairbanks;United States;US;-32.533333;26.7;67;5861897;6252001;-32.533333, 26.7
ICY;Icy Bay;Icy Bay;United States;US;59.983333;-141.65;67;\N;6252001;59.983333, -141.65
NDP;Ellyson NAS;Pensacola, FL;United States;US;30.526944;-87.198056;67;4168228;6252001;30.526944, -87.198056
BLH;Blythe;Blythe;United States;US;33.616667;-114.716667;67;5329649;6252001;33.616667, -114.716667
NSE;Whiting Field NAS;Milton;United States;US;43.516667;-79.883333;67;5803556;6252001;43.516667, -79.883333
BLV;Belleville;Belleville;United States;US;44.166667;-77.383333;67;5245354;6252001;44.166667, -77.383333
SUW;Richard I Bong Arpt;Superior;United States;US;46.733333;-92.166667;67;5440838;6252001;46.733333, -92.166667
FAI;Fairbanks International Airport;Fairbanks;United States;US;64.816667;-147.866667;67;5861897;6252001;64.816667, -147.866667
CAO;Clayton;Clayton;United States;US;36.45;-103.183333;67;5462269;6252001;36.45, -103.183333
SIT;Sitka;Sitka;United States;US;57.066667;-135.35;67;5557293;6252001;57.066667, -135.35
LKK;Kulik Lake;Kulik Lake;United States;US;58.966667;-155.083333;67;\N;6252001;58.966667, -155.083333
CKA;Kegelman Af;Cherokee;United States;US;26.283333;-77.033333;67;4851247;6252001;26.283333, -77.033333
CLR;Calipatria;Calipatria;United States;US;33.133333;-115.516667;67;5332929;6252001;33.133333, -115.516667
DIO;Diomede Island;Diomede Island;United States;US;65.75;-168.95;67;\N;6252001;65.75, -168.95
TPA;Tampa International;Tampa;United States;US;27.975556;-82.533056;67;4174757;6252001;27.975556, -82.533056
CHO;Albemarle;Charlottesville;United States;US;38.133333;-78.45;67;4752031;6252001;38.133333, -78.45
KLN;Larsen SPB;Larsen Bay;United States;US;57.533333;-154.0;67;\N;6252001;57.533333, -154.0
EMP;Emporia;Emporia;United States;US;38.333333;-96.183333;67;4757673;6252001;38.333333, -96.183333
AMA;Rick Husband Amarillo International;Amarillo, TX;United States;US;35.226389;-101.705833;67;5516233;6252001;35.226389, -101.705833
DWH;David Wayne Hooks;Houston;United States;US;30.061944;-95.552778;67;5864312;6252001;30.061944, -95.552778
LWB;Greenbrier Valley;Lewisburg;United States;US;37.783333;-80.336111;67;5197842;6252001;37.783333, -80.336111
FDY;Findlay;Findlay;United States;US;41.016667;-83.666667;67;5153924;6252001;41.016667, -83.666667
SPZ;Springdale Muni;Springdale;United States;US;36.183333;-94.133333;67;5213447;6252001;36.183333, -94.133333
HUD;Humboldt;Humboldt;United States;US;42.733333;-94.216667;67;4861335;6252001;42.733333, -94.216667
SNA;John Wayne;Santa Ana, CA;United States;US;33.666667;-117.866667;67;5392900;6252001;33.666667, -117.866667
LEW;Auburn;Lewiston;United States;US;44.05;-70.283333;67;5777244;6252001;44.05, -70.283333
RCP;Cinder River;Cinder River;United States;US;-4.733333;12.65;67;\N;6252001;-4.733333, 12.65
ONM;Socorro;Socorro;United States;US;34.05;-106.883333;67;5530932;6252001;34.05, -106.883333
DAB;Regional;Daytona Beach;United States;US;29.183333;-81.05;67;4152872;6252001;29.183333, -81.05
AXG;Algona;Algona;United States;US;43.066667;-94.233333;67;5785484;6252001;43.066667, -94.233333
OKM;Okmulgee;Okmulgee;United States;US;35.616667;-95.966667;67;4544383;6252001;35.616667, -95.966667
UWA;Ware;Ware;United States;US;42.25;-72.233333;67;4954477;6252001;42.25, -72.233333
IAN;Bob Barker Memorial;Kiana;United States;US;66.983333;-160.416667;67;\N;6252001;66.983333, -160.416667
BTN;Bennettsville;Bennettsville;United States;US;34.616667;-79.683333;67;4570634;6252001;34.616667, -79.683333
ENN;Municipal;Nenana;United States;US;64.55;-149.083333;67;\N;6252001;64.55, -149.083333
CPM;Compton;Compton, CA;United States;US;33.89;-118.243611;67;5339066;6252001;33.89, -118.243611
SER;Freeman Municipal;Seymour;United States;US;38.95;-85.883333;67;5272776;6252001;38.95, -85.883333
LIV;Livengood;Livengood, AK;United States;US;65.4725;-148.669167;67;\N;6252001;65.4725, -148.669167
ELV;Elfin Cove SPB;Elfin Cove;United States;US;58.183333;-136.316667;67;\N;6252001;58.183333, -136.316667
WDR;Winder;Winder;United States;US;33.983333;-83.666667;67;4231523;6252001;33.983333, -83.666667
ATS;Artesia;Artesia;United States;US;32.85;-104.466667;67;5455796;6252001;32.85, -104.466667
WLN;Little Naukati;Little Naukati;United States;US;55.866667;-133.216667;67;\N;6252001;55.866667, -133.216667
END;Vance Afb;Enid;United States;US;36.339167;-97.916389;67;4535961;6252001;36.339167, -97.916389
GPZ;Grand Rapids;Grand Rapids;United States;US;47.216667;-93.516667;67;5028537;6252001;47.216667, -93.516667
ZTF;Stamford Rail STN;Westchester County;United States;US;21.65;-72.466667;67;\N;6252001;21.65, -72.466667
MTO;Coles County Memorial;Mattoon;United States;US;39.483333;-88.283333;67;4244099;6252001;39.483333, -88.283333
ECG;Elizabeth City;Elizabeth City, NC;United States;US;36.260556;-76.174444;67;4465088;6252001;36.260556, -76.174444
BKC;Buckland;Buckland;United States;US;65.983333;-161.166667;67;4931627;6252001;65.983333, -161.166667
PBG;Plattsburgh International;Plattsburgh;United States;US;44.650833;73.468056;67;5131692;6252001;44.650833, 73.468056
SAR;Sparta Community;Sparta;United States;US;38.116667;-89.7;67;5273927;6252001;38.116667, -89.7
FBS;Friday Harbor SPB;Friday Harbor SPB;United States;US;-28.033333;115.6;67;\N;6252001;-28.033333, 115.6
VQQ;Cecil Field;Jacksonville;United States;US;30.218611;-81.876667;67;5733409;6252001;30.218611, -81.876667
PHP;Philip;Philip;United States;US;44.033333;-101.65;67;\N;6252001;44.033333, -101.65
CDL;Candle;Candle;United States;US;65.9;-161.916667;67;\N;6252001;65.9, -161.916667
GAB;Gabbs;Gabbs;United States;US;38.866667;-117.916667;67;\N;6252001;38.866667, -117.916667
TTO;Municipal;Britton;United States;US;45.8;-97.75;67;5226523;6252001;45.8, -97.75
TDO;Winlock;Toledo;United States;US;6.533333;-75.783333;67;5757007;6252001;6.533333, -75.783333
ESC;Delta County Arpt;Escanaba;United States;US;45.722778;-87.093611;67;4992232;6252001;45.722778, -87.093611
BOF;Bolling AFB;Washington;United States;US;49.0;-72.5;67;5549222;6252001;49.0, -72.5
FDR;Municipal;Frederick;United States;US;34.35;-98.983333;67;5577217;6252001;34.35, -98.983333
CHS;Charleston, AFB Municipal;Charleston, SC;United States;US;32.898611;-80.040556;67;4960682;6252001;32.898611, -80.040556
EUE;Eureka;Eureka;United States;US;39.516667;-115.966667;67;5651208;6252001;39.516667, -115.966667
MEJ;Meadville;Meadville;United States;US;41.619444;-80.2;67;5200644;6252001;41.619444, -80.2
PHD;Harry Clever;New Philadelphia;United States;US;40.466667;-81.433333;67;5203246;6252001;40.466667, -81.433333
ABY;Dougherty County;Albany;United States;US;31.533333;-84.2;67;5710756;6252001;31.533333, -84.2
PRX;Cox Field;Paris;United States;US;33.633333;-95.45;67;4974617;6252001;33.633333, -95.45
MIT;Kern County;Shafter;United States;US;35.5;-119.266667;67;5394842;6252001;35.5, -119.266667
PHT;Henry County;Paris;United States;US;36.333333;-88.383333;67;4974617;6252001;36.333333, -88.383333
SLC;Salt Lake City International;Salt Lake City, UT;United States;US;40.788333;-111.966667;67;5780993;6252001;40.788333, -111.966667
SPA;Spartanburg, Downtown Memorial;Spartanburg, SC;United States;US;34.915833;-81.956389;67;4597200;6252001;34.915833, -81.956389
NEA;Brunswick Golden Isles;Glynco;United States;US;51.679444;-3.628056;67;\N;6252001;51.679444, -3.628056
HLG;Ohio County;Wheeling;United States;US;16.196389;122.103611;67;5280854;6252001;16.196389, 122.103611
PFA;Paf Warren;Paf Warren;United States;US;58.681389;-156.8375;67;\N;6252001;58.681389, -156.8375
PLK;M Graham Clark;Branson/point Lookout;United States;US;36.616667;-93.216667;67;4378219;6252001;36.616667, -93.216667
GRB;Austin-straubel Field;Green Bay;United States;US;44.483333;-88.133333;67;5254962;6252001;44.483333, -88.133333
BAR;Baker Aaf;Baker Island;United States;US;0.216667;-176.516667;67;\N;6252001;0.216667, -176.516667
KKB;SPB;Kitoi Bay;United States;US;58.183333;-152.35;67;\N;6252001;58.183333, -152.35
BKD;Stephens County;Breckenridge;United States;US;32.75;-98.9;67;5414872;6252001;32.75, -98.9
BDR;Igor I. Sikorsky Mem.;Bridgeport;United States;US;41.166667;-73.133333;67;5788111;6252001;41.166667, -73.133333
BSZ;Bartletts;Bartletts;United States;US;58.266667;-157.483333;67;\N;6252001;58.266667, -157.483333
SVA;Savoonga;Savoonga;United States;US;62.7;-170.466667;67;\N;6252001;62.7, -170.466667
PSM;Pease International;Portsmouth, NH;United States;US;43.078056;-70.823333;67;5224082;6252001;43.078056, -70.823333
SAC;Executive;Sacramento;United States;US;38.516667;-121.483333;67;5389489;6252001;38.516667, -121.483333
MXC;San Juan County;Monticello;United States;US;37.866667;-109.35;67;5543377;6252001;37.866667, -109.35
MOR;Moore-Murrell;Morristown;United States;US;36.183333;-83.366667;67;5238755;6252001;36.183333, -83.366667
MIF;Roy Hurd Memorial;Monahans;United States;US;31.6;-102.9;67;5526514;6252001;31.6, -102.9
FNT;Bishop International Airport;Flint;United States;US;42.965556;-83.743611;67;4992982;6252001;42.965556, -83.743611
PMX;Metropolitan;Palmer;United States;US;42.15;-72.316667;67;5871146;6252001;42.15, -72.316667
PAQ;Municipal;Palmer;United States;US;61.6;-149.116667;67;5871146;6252001;61.6, -149.116667
CCR;Buchanan Fld;Concord;United States;US;37.983333;-122.052778;67;5339111;6252001;37.983333, -122.052778
RBL;Red Bluff Fss;Red Bluff;United States;US;40.15;-122.25;67;5570065;6252001;40.15, -122.25
CAE;Metropolitan Airport;Columbia, SC;United States;US;33.95;-81.116667;67;5338800;6252001;33.95, -81.116667
KXA;Kasaan SPB;Kasaan;United States;US;55.5;-132.5;67;\N;6252001;55.5, -132.5
LTW;St Marys County;Leonardtown;United States;US;38.283333;-77.633333;67;4360551;6252001;38.283333, -77.633333
RGR;Ranger Municipal;Ranger;United States;US;32.466667;-98.683333;67;4721504;6252001;32.466667, -98.683333
LIC;Municipal;Limon;United States;US;39.266667;-103.683333;67;5428504;6252001;39.266667, -103.683333
KBW;Chignik Bay;Chignik;United States;US;56.296389;-158.399444;67;\N;6252001;56.296389, -158.399444
KCG;Fisheries;Chignik;United States;US;56.3;-158.4;67;\N;6252001;56.3, -158.4
DLS;Columbia Gorge Regional/The Dalles Municipal Airport;The Dalles;United States;US;45.618611;-121.167222;67;5756304;6252001;45.618611, -121.167222
CSQ;Municipal;Creston;United States;US;41.066667;-94.366667;67;5151415;6252001;41.066667, -94.366667
PBF;Grider Field;Pine Bluff;United States;US;34.183333;-91.933333;67;4126226;6252001;34.183333, -91.933333
HDE;Brewster Field;Holdrege;United States;US;40.433333;-99.366667;67;5070216;6252001;40.433333, -99.366667
MLY;Manley Hot Springs;Manley Hot Springs;United States;US;65.0;-150.633333;67;\N;6252001;65.0, -150.633333
WAH;Wahpeton;Wahpeton;United States;US;46.266667;-96.6;67;5062355;6252001;46.266667, -96.6
BFK;Buffalo Municipal Airport;Buffalo;United States;US;36.863333;-99.618611;67;5819881;6252001;36.863333, -99.618611
GLH;Greenville;Greenville;United States;US;33.477222;-90.985;67;5564488;6252001;33.477222, -90.985
TVL;South Lake Tahoe;South Lake Tahoe;United States;US;38.883333;-120.0;67;5397664;6252001;38.883333, -120.0
WTK;Noatak;Noatak;United States;US;67.583333;-163.0;67;\N;6252001;67.583333, -163.0
SMU;Sheep Mountain;Sheep Mountain;United States;US;61.8;-147.666667;67;\N;6252001;61.8, -147.666667
SQV;Sequim Valley Arpt;Sequim;United States;US;48.083333;-123.1;67;5809983;6252001;48.083333, -123.1
CUB;Owens Field;Columbia;United States;US;-10.75;-67.866667;67;5338800;6252001;-10.75, -67.866667
